SERVER_NA,OWNER                         ,TABLE_NAME                    ,LAST_ANA,   SIZE_MB,  NUM_ROWS,OBJECT_TYPE
AMIDALA  ,CMPADMIN                      ,REPORTRESTRICTION             ,12/09/17,        ,1,        46,TABLE
AMIDALA  ,CMPADMIN                      ,SHORTCODEURL                  ,12/09/17,        ,3,      2448,TABLE
AMIDALA  ,CMPADMIN                      ,CARRIERCONFIGURATION          ,12/09/17,        ,1,        52,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTPARAMCUSTOMVALUE        ,12/09/17,        ,1,         5,TABLE
AMIDALA  ,CMPADMIN                      ,USERGROUP                     ,12/09/17,        ,2,      2241,TABLE
AMIDALA  ,CMPADMIN                      ,GROUPGROUP                    ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,WORKFLOWHISTORY_NAV_1103      ,12/09/17,        ,4,      1843,TABLE
AMIDALA  ,CMPADMIN                      ,SF04888060_TEMP               ,12/09/17,        ,1,       650,TABLE
AMIDALA  ,CMPADMIN                      ,SF04796021_TEMP1              ,12/09/17,        ,6,     12110,TABLE
AMIDALA  ,CMPADMIN                      ,TMP_NAV_1129_1                ,12/09/17,        ,1,       784,TABLE
AMIDALA  ,CMPADMIN                      ,PRODUCTCODEBEHAVIOR_CR        ,12/09/17,        ,1,         7,TABLE
AMIDALA  ,CMPADMIN                      ,TMP_ORG_NAV_1129_1            ,12/09/17,        ,1,        12,TABLE
AMIDALA  ,CMPADMIN                      ,RULEOVERRIDE                  ,12/09/17,        ,1,        10,TABLE
AMIDALA  ,CMPADMIN                      ,CSCRESERVATION                ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,SUBSCRIPTIONOVERRIDEMESSAGE   ,12/09/17,        ,1,       772,TABLE
AMIDALA  ,CMPADMIN                      ,BILLINGBEHAVIOR               ,12/09/17,        ,1,        17,TABLE
AMIDALA  ,CMPADMIN                      ,PRODUCTCODEBEHAVIOR           ,12/09/17,        15,    122420,TABLE
AMIDALA  ,CMPADMIN                      ,WORKFLOWOWNERHISTORY          ,12/09/17,         7,     59530,TABLE
AMIDALA  ,CMPADMIN                      ,PROGRAMTYPE                   ,12/09/17,        16,      9320,TABLE
AMIDALA  ,CMPADMIN                      ,PROGRAMCUSTOMVALUE            ,12/09/17,        41,    279070,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_EXELOG                   ,12/09/17,       552,   6030820,TABLE
AMIDALA  ,CMPADMIN                      ,SCHEMA_PRIVILEGES             ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,SHORTCODE_RSTS                ,12/09/17,        ,4,      1610,TABLE
AMIDALA  ,CMPADMIN                      ,IPC_RSTS                      ,12/09/17,         2,      8470,TABLE
AMIDALA  ,CMPADMIN                      ,CURRENCYCODES                 ,12/09/17,        ,1,        37,TABLE
AMIDALA  ,CMPADMIN                      ,REGION                        ,12/09/17,        ,1,        40,TABLE
AMIDALA  ,CMPADMIN                      ,WORKFLOWHISTORY               ,12/09/17,       144,    795310,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_DEFINITION               ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_JOB                      ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_NODE                     ,12/09/17,        ,1,        60,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_SEQUENCEBLOCK            ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,CMPADMIN                      ,SHORTCODEEMAIL                ,12/09/17,        ,1,         3,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_VARIABLEINSTANCE_NAV_1104,12/09/17,        ,1,       904,TABLE
AMIDALA  ,CMPADMIN                      ,IPCCARRIER_NAV_1104           ,12/09/17,         3,     64660,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_INVOKELOG_NAV_1098       ,12/09/17,        ,1,       886,TABLE
AMIDALA  ,CMPADMIN                      ,CARRIERENCODING               ,12/09/17,        ,1,        28,TABLE
AMIDALA  ,CMPADMIN                      ,TMP_ORG_NAV_1129_2            ,12/09/17,        ,1,         8,TABLE
AMIDALA  ,CMPADMIN                      ,CARRIERBILLINGINTERVALSEXCLS  ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,IPCCUSTOMVALUE                ,12/09/17,         2,     28790,TABLE
AMIDALA  ,CMPADMIN                      ,IPCCONFIG_DBO_887_ROLLBACK    ,12/09/17,        ,1,        31,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTSCHEDULER               ,12/09/17,        ,1,         4,TABLE
AMIDALA  ,CMPADMIN                      ,SCHEDULERINTERVALDETAIL       ,12/09/17,        ,1,         4,TABLE
AMIDALA  ,CMPADMIN                      ,SCHEDULEREVENTFLAG            ,12/09/17,        ,1,        42,TABLE
AMIDALA  ,CMPADMIN                      ,TMP_ROLLBACK_CR3937_IPC_RSTS  ,12/09/17,        ,4,      2575,TABLE
AMIDALA  ,CMPADMIN                      ,ORG_RSTS                      ,12/09/17,        ,1,       217,TABLE
AMIDALA  ,CMPADMIN                      ,BKUP_SENDME_IPC_SUB_MIGRATION ,12/09/17,        ,1,         4,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_TOKEN_NAV_1104           ,12/09/17,        ,1,       904,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_INVOKELOG_NAV_1104       ,12/09/17,        ,1,       904,TABLE
AMIDALA  ,CMPADMIN                      ,RPT_755_ORGANIZATION_ROLLBACK ,12/09/17,        ,3,       787,TABLE
AMIDALA  ,CMPADMIN                      ,ORGANIZATIONWHITELISTING      ,12/09/17,        ,1,       375,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTPARAM                   ,12/09/17,        ,1,        16,TABLE
AMIDALA  ,CMPADMIN                      ,IPCCONFIG_DBO_878_ROLLBACK    ,12/09/17,        ,1,       666,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTHISTORY                 ,12/09/17,       144,    524220,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTFAVORITEPARAM           ,12/09/17,        ,2,      1030,TABLE
AMIDALA  ,CMPADMIN                      ,DATERANGE                     ,12/09/17,        ,1,         9,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTDEFINITION_BACKUP       ,12/09/17,        ,1,        29,TABLE
AMIDALA  ,CMPADMIN                      ,SCHEDULERINTERVAL             ,12/09/17,        ,1,         3,TABLE
AMIDALA  ,CMPADMIN                      ,DELIVERYMETHOD                ,12/09/17,        ,1,         2,TABLE
AMIDALA  ,CMPADMIN                      ,IPC_RSTS_PRE_ROLLBACK         ,12/09/17,         2,     12555,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTSET                     ,12/09/17,        ,1,        15,TABLE
AMIDALA  ,CMPADMIN                      ,TASKSAUDIT                    ,12/09/17,        ,1,         2,TABLE
AMIDALA  ,CMPADMIN                      ,CSCCAMPAIGNERROR              ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,IPCCC_NAV_1109                ,12/09/17,        ,3,      2258,TABLE
AMIDALA  ,CMPADMIN                      ,SCHEMAVERSION                 ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,CMPADMIN                      ,SHORTCODEALIAS                ,12/09/17,        ,5,      3682,TABLE
AMIDALA  ,CMPADMIN                      ,REPORTFAVORITE                ,12/09/17,        ,1,       212,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_INVOKELOG_NAV_1103       ,12/09/17,        ,2,      1820,TABLE
AMIDALA  ,CMPADMIN                      ,IPC_RSTS_SF04796021           ,12/09/17,        ,1,       559,TABLE
AMIDALA  ,CMPADMIN                      ,TMP_TRUEDIGIT_MM_SHORTCODE    ,12/09/17,        ,1,         1,TABLE
AMIDALA  ,CMPADMIN                      ,TMP_TRUEDIGIT_MM              ,12/09/17,        ,1,         3,TABLE
AMIDALA  ,CMPADMIN                      ,IPCCV_TMOACM_ROLLBACK         ,12/09/17,         2,     20876,TABLE
AMIDALA  ,CMPADMIN                      ,SHORTCODERESERVATION          ,12/09/17,        ,9,      4861,TABLE
AMIDALA  ,CMPADMIN                      ,CARRIERPRODUCTCODE            ,12/09/17,         3,     35850,TABLE
AMIDALA  ,CMPADMIN                      ,CARRIERBILLINGBEHAVIOR        ,12/09/17,        ,1,       140,TABLE
AMIDALA  ,CMPADMIN                      ,PROGRAM                       ,12/09/17,         4,      7652,TABLE
AMIDALA  ,CMPADMIN                      ,SHORTCODEUSAGE                ,12/09/17,         2,      7846,TABLE
AMIDALA  ,CMPADMIN                      ,SHORTCODERECEIPT              ,12/09/17,         2,      5094,TABLE
AMIDALA  ,CMPADMIN                      ,CONNECTIONGROUP               ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,CARRIERPARTICIPATION          ,12/09/17,        19,    116470,TABLE
AMIDALA  ,CMPADMIN                      ,ROUTINGRULETRANSFORMER        ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_FILE                     ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_DELEGATION               ,12/09/17,        ,1,       221,TABLE
AMIDALA  ,CMPADMIN                      ,JBPM_TASK                     ,12/09/17,        ,1,         0,TABLE
AMIDALA  ,CMPADMIN                      ,EVENTFLAG                     ,12/09/17,        ,1,         3,TABLE
AMIDALA  ,CMPADMIN                      ,IPC_RSTS_SF04888060           ,12/09/17,         2,      8519,TABLE
AMIDALA  ,CMPADMIN                      ,SF04796021_TEMP               ,12/09/17,        ,6,     12285,TABLE
AMIDALA  ,CMPADMIN                      ,IPCCV_VZWSCM_ROLLBACK         ,12/09/17,         2,     20128,TABLE
AMIDALA  ,CMPADMIN                      ,INTERNALPRODUCTCODE           ,12/09/17,         4,     25330,TABLE
AMIDALA  ,DBADMIN                       ,ALARMEMAILDIST                ,29/08/17,        ,1,         6,TABLE
AMIDALA  ,DBADMIN                       ,MDRPARTITION                  ,29/08/17,        15,    104004,TABLE
AMIDALA  ,DBADMIN                       ,CONNECTIONS                   ,29/08/17,        ,1,       652,TABLE
AMIDALA  ,DBADMIN                       ,DB_ADMIN_NAME_STANDARDS       ,29/08/17,        ,1,         1,TABLE
AMIDALA  ,DBADMIN                       ,SCHEMA_PRIVILEGES_EXCEPTIONS  ,29/08/17,        ,1,         2,TABLE
AMIDALA  ,DBADMIN                       ,SCHEMA_PRIVILEGES             ,29/08/17,        ,1,         0,TABLE
AMIDALA  ,DBADMIN                       ,APPLICATION_REGISTRYTEST      ,29/08/17,        10,         4,TABLE
AMIDALA  ,DBADMIN                       ,MDRADMIN                      ,29/08/17,        ,1,        38,TABLE
AMIDALA  ,DBADMIN                       ,SCHEMA_REVISION               ,29/08/17,        ,1,       426,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_LATEST                   ,29/08/17,        ,1,         1,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_HISTORY                  ,29/08/17,        ,1,        25,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_BSLN_BASELINES           ,29/08/17,        ,1,         0,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_SNAPSHOT_SQL             ,29/08/17,        ,1,         0,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_BASELINE_SQL             ,29/08/17,        ,1,        17,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_LATEST_SQL               ,29/08/17,        ,1,         9,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_RESPONSE_CONFIG          ,29/08/17,        ,1,         0,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_CAPTURE                  ,29/08/17,        ,1,         2,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_SNAPSHOT                 ,29/08/17,        ,1,         0,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_BSLN_STATISTICS          ,29/08/17,        ,1,         0,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_BSLN_METRICS             ,29/08/17,        ,1,        15,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_CAPTURE_SQL              ,29/08/17,        ,1,        24,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_HISTORY_SQL              ,29/08/17,        ,1,       217,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_BSLN_THRESHOLD_PARMS     ,29/08/17,        ,1,         0,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_BSLN_INTERVALS           ,29/08/17,        ,1,         0,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_BSLN_DATASOURCES         ,29/08/17,        ,1,         0,TABLE
AMIDALA  ,DBSNMP                        ,MGMT_BASELINE                 ,29/08/17,        ,1,         1,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWBILLINGDEFAULT             ,08/09/17,        81,         1,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWFILECONTROL                ,08/09/17,       288,   1454100,TABLE
AMIDALA  ,DIALOGSERVER                  ,MLOG$_DIALOGSERVICE           ,02/11/12,         7,     52173,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMSUBSCRIBERCHARGE       ,08/09/17,      2048,  36425400,TABLE
AMIDALA  ,DIALOGSERVER                  ,SMXMSGLOG_04_SEP_2005         ,08/09/17,       328,    703300,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWUSAGE_TMP                  ,08/09/17,       163,    426400,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHPENDING            ,08/09/17,        80,    239799,TABLE
AMIDALA  ,DIALOGSERVER                  ,EST_NEW_1                     ,08/09/17,         2,     19327,TABLE
AMIDALA  ,DIALOGSERVER                  ,VOTING_VZW_CING               ,08/09/17,        ,7,     16580,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMMESSAGE_TEMP           ,08/09/17,        12,    143596,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTH_ITV1              ,08/09/17,        ,9,      4999,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWUSAGE_BSGW_733             ,08/09/17,         2,      3210,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMQAMSISDN               ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZWUSAGE_BIGBRO_100711    ,08/09/17,        ,1,        84,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTH_MSG_SEPT_PAID     ,08/09/17,        36,     89357,TABLE
AMIDALA  ,DIALOGSERVER                  ,APPLICATION_REGISTRY_0221     ,08/09/17,        ,2,      1156,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_JOB_DETAILS               ,08/09/17,        ,1,         3,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_TRIGGERS                  ,08/09/17,        ,1,         3,TABLE
AMIDALA  ,DIALOGSERVER                  ,MMG                           ,08/09/17,       821,   1713300,TABLE
AMIDALA  ,DIALOGSERVER                  ,SYNIVERSE1                    ,08/09/17,        ,3,      7688,TABLE
AMIDALA  ,DIALOGSERVER                  ,OPTIN                         ,08/09/17,       512,   3198400,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,PROGRAMTRGSTATSLOG            ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,VZWBILLINGADMIN               ,08/09/17,        81,         9,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWPRODUCTCATEGORY            ,08/09/17,        ,1,        19,TABLE
AMIDALA  ,DIALOGSERVER                  ,DIALOGMSGLOG                  ,08/09/17,      41,4,     18989,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,CONNECTION                    ,08/09/17,        ,1,       277,TABLE
AMIDALA  ,DIALOGSERVER                  ,MULTIPARTMESSAGE              ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,VZWUSAGE_DOND_SEPT18          ,08/09/17,        96,    236151,TABLE
AMIDALA  ,DIALOGSERVER                  ,DQA_PREMIUM_TOTALS            ,08/09/17,        ,1,       109,TABLE
AMIDALA  ,DIALOGSERVER                  ,SMX_25                        ,08/09/17,        16,     32143,TABLE
AMIDALA  ,DIALOGSERVER                  ,DUP_MINS2                     ,08/09/17,        ,3,      5428,TABLE
AMIDALA  ,DIALOGSERVER                  ,QPASSWAPPRODUCT               ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZW_PREM                  ,08/09/17,        61,    153146,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXCONTROL_TEMP     ,08/09/17,       136,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,EST_NEW                       ,08/09/17,         2,     20074,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXCONTROLBWS       ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXCONTROL_TEMP2    ,08/09/17,         3,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZW_BACKBILL_BIGBRO_100711,08/09/17,        ,1,        84,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_PAUSED_TRIGGER_GRPS       ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,PLAN_TABLE                    ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,SYNIVERSE                     ,08/09/17,        ,3,      7714,TABLE
AMIDALA  ,DIALOGSERVER                  ,SYNDEL                        ,08/09/17,        ,3,      3526,TABLE
AMIDALA  ,DIALOGSERVER                  ,AQUA_EXPLAIN_363190680        ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,DIALOGSERVICE                 ,08/09/17,        10,      7731,TABLE
AMIDALA  ,DIALOGSERVER                  ,DIALOGSERVICEHISTORY          ,08/09/17,        39,     77128,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMBILLING                ,08/09/17,       2,1,      3974,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,DIALOGBULKLOG                 ,08/09/17,     376,1,   1737400,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,VZWMDN                        ,08/09/17,         6,    138285,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWCATEGORYPRICEPLAN          ,08/09/17,        ,1,        18,TABLE
AMIDALA  ,DIALOGSERVER                  ,MDN                           ,08/09/17,         3,     84172,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXCONTROL_K_TEMP   ,08/09/17,       960,   2293200,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMPVZW                        ,08/09/17,         1,     23970,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMMESSAGE                ,12/09/17,        ,8,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,SMXMSGLOG_26_AUG_2005         ,08/09/17,       568,   1143800,TABLE
AMIDALA  ,DIALOGSERVER                  ,VOTELOG_TEMP_1                ,08/09/17,        22,    520200,TABLE
AMIDALA  ,DIALOGSERVER                  ,STUDIOSMXMSGLOG               ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,PST_NEW_1                     ,08/09/17,        ,2,      1756,TABLE
AMIDALA  ,DIALOGSERVER                  ,PST_NEW                       ,08/09/17,        ,2,      1849,TABLE
AMIDALA  ,DIALOGSERVER                  ,SCHEMA_PRIVILEGES             ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_SIMPLE_TRIGGERS           ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_SCHEDULER_STATE           ,08/09/17,        ,1,         1,TABLE
AMIDALA  ,DIALOGSERVER                  ,SYS_IOT_OVER_25964            ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWUSAGE_BIGBRO_2010_07_08    ,08/09/17,         2,      4602,TABLE
AMIDALA  ,DIALOGSERVER                  ,MMGDATA                       ,08/09/17,       136,    916700,TABLE
AMIDALA  ,DIALOGSERVER                  ,BILLINGTRANS_09_JUL_2012      ,08/09/17,        ,1,         1,TABLE
AMIDALA  ,DIALOGSERVER                  ,IPC_INSERT                    ,08/09/17,        ,1,       503,TABLE
AMIDALA  ,DIALOGSERVER                  ,APPLICATIONREGISTRYAUDIT      ,08/09/17,        81,     10499,TABLE
AMIDALA  ,DIALOGSERVER                  ,APPLICATION_REGISTRY          ,08/09/17,        10,      1441,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHSTATUSCONTROL      ,08/09/17,        10,        31,TABLE
AMIDALA  ,DIALOGSERVER                  ,MMGMSGLOG                     ,08/09/17,  723693,4,1518712100,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,DIALOGXMLLOG                  ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,VZWSUBSCRIBERCLASS            ,08/09/17,        ,1,         1,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWCATEGORY                   ,08/09/17,        ,1,         3,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWPRODUCT                    ,08/09/17,        ,1,        49,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWPRICEPLAN                  ,08/09/17,        ,1,        75,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWREVENUESHAREDETAIL         ,08/09/17,       472,   2704000,TABLE
AMIDALA  ,DIALOGSERVER                  ,SMXMSGLOGTST                  ,08/09/17,        ,4,       780,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_OPERA_LOOKUP              ,08/09/17,        ,1,       239,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXCONTROL_TEMP_FRI2,08/09/17,        ,3,       541,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_PED_LOOKUP                ,08/09/17,        ,1,       357,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMLOG                    ,08/09/17,        72,    207839,TABLE
AMIDALA  ,DIALOGSERVER                  ,SESSIONCLEANUP                ,08/09/17,         1,     11140,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWUSAGE_MAX                  ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXCONTROLITV       ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXCONTROL_TEMP_THUR,08/09/17,        72,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,MMGMSG_SEPT24                 ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXCONTROL_TEMP1    ,08/09/17,        24,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_TRANS                     ,08/09/17,        ,1,       760,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTH_MSG_SEPT_RENEWALS ,08/09/17,        38,     80930,TABLE
AMIDALA  ,DIALOGSERVER                  ,SCHEMA_PRIVILEGES_EXCEPTIONS  ,08/09/17,        ,1,         4,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_BLOB_TRIGGERS             ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,BULKSENDREQUEST               ,08/09/17,       256,    752600,TABLE
AMIDALA  ,DIALOGSERVER                  ,PROGRAMIVRSTATSLOG            ,08/09/17,       5,1,      1518,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,SMPPDELIVERY                  ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,TASKS                         ,08/09/17,        19,      1634,TABLE
AMIDALA  ,DIALOGSERVER                  ,DIALOGTXLOG                   ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,DIALOGSUBMITTAGLOG            ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,NPASPLIT                      ,08/09/17,        ,1,       388,TABLE
AMIDALA  ,DIALOGSERVER                  ,APPBILLINGPROPERTIES          ,08/09/17,       1,1,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,OPTINSTATE                    ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,PREMIUMCAP                    ,08/09/17,        ,1,         1,TABLE
AMIDALA  ,DIALOGSERVER                  ,DIALOGSERVICEHIST             ,08/09/17,        ,5,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,PROGRAMTRGSTATSLOG_04_SEP_2005,08/09/17,        24,     82883,TABLE
AMIDALA  ,DIALOGSERVER                  ,SMPPDELIVERY_04_SEP_2005      ,08/09/17,        11,     46288,TABLE
AMIDALA  ,DIALOGSERVER                  ,CARRIER_SPID_MAP              ,08/09/17,        ,1,      1411,TABLE
AMIDALA  ,DIALOGSERVER                  ,SMX_22_JUN_2005               ,08/09/17,         8,     17304,TABLE
AMIDALA  ,DIALOGSERVER                  ,SMXMSGLOG_27_AUG_2005         ,08/09/17,       544,   1141700,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZWUSAGE_BIGBRO_100710    ,08/09/17,        ,1,        91,TABLE
AMIDALA  ,DIALOGSERVER                  ,BWSINSTANCE                   ,08/09/17,        ,1,         2,TABLE
AMIDALA  ,DIALOGSERVER                  ,MDRPARTITION_OLD              ,08/09/17,         4,     23501,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZW_BACKBILL_BIGBRO_2010_07_08,08/09/17,         5,      4602,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_JOB_LISTENERS             ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,BQS_CALENDARS                 ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZWUSAGE_BIGBRO_100713    ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZW_BACKBILL_BIGBRO_100714,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZWUSAGE_BIGBRO_100714    ,08/09/17,        ,1,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZW_BACKBILL_BIGBRO_2010_07_09,08/09/17,        ,3,       221,TABLE
AMIDALA  ,DIALOGSERVER                  ,TASKSAUDIT                    ,08/09/17,        10,         0,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWPRODUCTCATEGORYAUDIT       ,08/09/17,        10,        59,TABLE
AMIDALA  ,DIALOGSERVER                  ,SMXMSGLOG                     ,08/09/17,       1,4,         0,TABLE PARTITION
AMIDALA  ,DIALOGSERVER                  ,CARRIER_ERROR_CODES           ,08/09/17,        ,1,       578,TABLE
AMIDALA  ,DIALOGSERVER                  ,TIME                          ,08/09/17,        ,2,      2557,TABLE
AMIDALA  ,DIALOGSERVER                  ,VZWUSAGE_FIX_TEMP             ,08/09/17,        ,3,      4515,TABLE
AMIDALA  ,DIALOGSERVER                  ,TASKS_BCK                     ,08/09/17,        ,8,      4969,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMTST                    ,08/09/17,        ,1,       125,TABLE
AMIDALA  ,DIALOGSERVER                  ,MMGMSGLOGTST                  ,08/09/17,        ,7,      1560,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXLOG_MS           ,08/09/17,        51,    130970,TABLE
AMIDALA  ,DIALOGSERVER                  ,PREMIUMAUTHTXCONTROL_EXPORT   ,08/09/17,       440,   1128400,TABLE
AMIDALA  ,DIALOGSERVER                  ,TMP_VZW_BACKBILL_BIGBRO_100710,08/09/17,        ,1,        91,TABLE
