SERVER_NA,OWNER                         ,TABLE_NAME                    ,LAST_ANA,   SIZE_MB,  NUM_ROWS,OBJECT_TYPE
AMIDALA  ,SUBSCRIPTIONS                 ,TMP_SUBBILLING_BACKUP         ,12/09/17,         9,     69440,TABLE
AMIDALA  ,SUBSCRIPTIONS                 ,IDENTITYCOOKIES               ,20/07/12,       1,1,         3,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,SUBSCRIPTION_BKUP             ,12/09/17,        11,     44180,TABLE
AMIDALA  ,SUBSCRIPTIONS                 ,TMP_USCC_77970_SUBS           ,20/07/12,        ,1,      2359,TABLE
AMIDALA  ,SUBSCRIPTIONS                 ,SUBCARRIERACTION              ,20/07/12,        ,3,     12266,TABLE
AMIDALA  ,SUBSCRIPTIONS                 ,TMP_SUB_VZW_MIGRATE_BKUP      ,12/09/17,        ,1,         4,TABLE
AMIDALA  ,SUBSCRIPTIONS                 ,SUBARCHIVE                    ,20/07/12,       4,3,   9019070,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,SUBANNIVACTIVITY              ,20/07/12,       1,4,         0,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,SUBDOWNLOADACTIVITY           ,20/07/12,       1,4,         0,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,DIALOGSTATE                   ,20/07/12,       1,5,        37,TABLE PARTITION
AMIDALA  ,SUBSCRIPTIONS                 ,CARRIERNOTIFICATION           ,20/07/12,       4,3,   5148340,TABLE PARTITION
AMIDALA  ,TSMSYS                        ,SRS$                          ,29/08/17,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$WORKSPACE_SAVEPOINTS_TABLE ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$REMOVED_WORKSPACES_TABLE   ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$TMP_DBA_CONSTRAINTS        ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$REPLICATION_TABLE          ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$RIC_LOCKING_TABLE          ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$EVENTS_INFO                ,27/10/12,        ,1,        12,TABLE
AMIDALA  ,WMSYS                         ,WM$HINT_TABLE                 ,27/10/12,        ,1,        58,TABLE
AMIDALA  ,WMSYS                         ,WM$CONSTRAINTS_TABLE          ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$BATCH_COMPRESSIBLE_TABLES  ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$NEXTVER_TABLE              ,27/10/12,        ,1,         1,TABLE
AMIDALA  ,WMSYS                         ,WM$NESTED_COLUMNS_TABLE       ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$MP_PARENT_WORKSPACES_TABLE ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$LOG_TABLE                  ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$INSTEADOF_TRIGS_TABLE      ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$WORKSPACES_TABLE           ,27/10/12,        ,1,         1,TABLE
AMIDALA  ,WMSYS                         ,WM$VERSIONED_TABLES           ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$UDTRIG_INFO                ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$ENV_VARS                   ,27/10/12,        ,1,         2,TABLE
AMIDALA  ,WMSYS                         ,WM$VERSION_TABLE              ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$WORKSPACE_PRIV_TABLE       ,27/10/12,        ,1,         8,TABLE
AMIDALA  ,WMSYS                         ,WM$MODIFIED_TABLES            ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$ADT_FUNC_TABLE             ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$VT_ERRORS_TABLE            ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$SYSPARAM_ALL_VALUES        ,27/10/12,        ,1,        27,TABLE
AMIDALA  ,WMSYS                         ,WM$MP_GRAPH_WORKSPACES_TABLE  ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,AQ$_WM$EVENT_QUEUE_TABLE_S    ,27/10/12,        ,1,         3,TABLE
AMIDALA  ,WMSYS                         ,WM$REPLICATION_DETAILS_TABLE  ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$LOG_TABLE_ERRORS           ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$CONS_COLUMNS               ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$EVENT_QUEUE_TABLE          ,        ,        ,1,          ,TABLE
AMIDALA  ,WMSYS                         ,SYS_IOT_OVER_273490           ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$RIC_TABLE                  ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$RIC_TRIGGERS_TABLE         ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$VERSION_HIERARCHY_TABLE    ,27/10/12,        ,1,         1,TABLE
AMIDALA  ,WMSYS                         ,WM$LOCKROWS_INFO              ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$UDTRIG_DISPATCH_PROCS      ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,WMSYS                         ,WM$RESOLVE_WORKSPACES_TABLE   ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,XDB                           ,MIGR9202STATUS                ,27/10/12,        ,1,         1,TABLE
AMIDALA  ,XDB                           ,XDB$CHECKOUTS                 ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,XDB                           ,XDB$H_INDEX                   ,27/10/12,        ,2,        18,TABLE
AMIDALA  ,XDB                           ,XDB$QNAME_ID                  ,27/10/12,        ,1,         7,TABLE
AMIDALA  ,XDB                           ,XDB$COLUMN_INFO               ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,XDB                           ,XDB$DXPATH                    ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,XDB                           ,XDB$PATH_INDEX_PARAMS         ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,XDB                           ,XDB$DXPTAB                    ,27/10/12,        ,1,         0,TABLE
AMIDALA  ,XDB                           ,XDB$ROOT_INFO                 ,27/10/12,        ,1,         1,TABLE
AMIDALA  ,XDB                           ,XDB$NMSPC_ID                  ,27/10/12,        ,1,         7,TABLE
AMIDALA  ,XDB                           ,XDB$PATH_ID                   ,27/10/12,        ,1,         0,TABLE
