server_name,owner,table_name,last_analyzed,size_mb,num_rows,object_type
MSGDB6,IGNITE,CON_METRICS_DETAIL_4,2017/08/29,9,427157,TABLE
MSGDB6,IGNITE,CON_PROBLEM_ANALYSIS_4,2017/08/29,0,141,TABLE
MSGDB6,IGNITE,CON_PROBLEM_SILENCE_4,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_ACTION_SUM_6,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_DBUSER_SUM_6,2017/08/29,0,10247,TABLE
MSGDB6,IGNITE,CONOBJ_6,2017/08/29,0,627,TABLE
MSGDB6,IGNITE,CON_METRICS_NAMES_6,2017/08/29,0,24,TABLE
MSGDB6,IGNITE,CON_METRICS_TEN_MINUTE_6,2017/08/29,4,101079,TABLE
MSGDB6,IGNITE,CONTSSD_7,2017/08/29,0,2,TABLE
MSGDB6,IGNITE,CONO_7,2017/08/29,0,5,TABLE
MSGDB6,IGNITE,CONPR_7,2017/08/29,0,52,TABLE
MSGDB6,IGNITE,CONACT_7,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONPT_7,2017/08/29,0,1534,TABLE
MSGDB6,IGNITE,CON_PROBLEM_ANALYSIS_7,2017/08/29,0,540,TABLE
MSGDB6,WMSYS,WM$RESOLVE_WORKSPACES_TABLE,2008/08/05,0,0,TABLE
MSGDB6,WMSYS,WM$VT_ERRORS_TABLE,2008/08/05,0,0,TABLE
MSGDB6,SMX,CARRIER,2017/09/14,5,213,TABLE
MSGDB6,SMX,CARRIEROCN,2017/09/14,5,818,TABLE
MSGDB6,SMX,LERGADMIN,2017/09/14,0,1,TABLE
MSGDB6,DBSNMP,MGMT_CAPTURE,2017/08/29,0,2,TABLE
MSGDB6,SMX,OCNBACKUP,2017/09/14,3,14444,TABLE
MSGDB6,DBSNMP,MGMT_BSLN_METRICS,2017/08/29,0,15,TABLE
MSGDB6,WMSYS,SYS_IOT_OVER_14461,2008/08/05,0,0,TABLE
MSGDB6,WMSYS,WM$LOG_TABLE_ERRORS,2008/08/05,0,0,TABLE
MSGDB6,IGNITE,CON_MUD,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONSPA_7,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_ORASQLID_4,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_ORASQLID_5,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CON_UPGRADE,2017/08/29,0,1,TABLE
MSGDB6,IGNITE,CONTSS1_1,2017/08/29,2,30468,TABLE
MSGDB6,IGNITE,CONTSS2_1,2017/08/29,2,30468,TABLE
MSGDB6,IGNITE,CONSW_1,2017/08/29,958,3271408,TABLE
MSGDB6,IGNITE,CONM_1,2017/08/29,0,89,TABLE
MSGDB6,IGNITE,CON_EVENT_SUM_1,2017/08/29,3,84477,TABLE
MSGDB6,IGNITE,CON_MODULE_SUM_1,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONPRM,2017/08/29,0,40,TABLE
MSGDB6,IGNITE,CONUSERPRIVS,2017/08/29,0,0,TABLE
MSGDB6,IGNITE,CONR_GROUP_MAP,2017/08/29,0,12,TABLE
MSGDB6,PERFSTAT,STATS$SNAPSHOT,2017/08/29,2,12925,TABLE
MSGDB6,PERFSTAT,STATS$LATCH,2017/08/29,368,5069404,TABLE
