
AMIDALA       ,PUBLIC         ,/28384094_SMTPTransport       ,SYS            ,/28384094_SMTPTransport       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/iap/Argument     ,SYS            ,com/sun/mail/iap/Argument     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/iap/Atom         ,SYS            ,com/sun/mail/iap/Atom         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/iap/AString      ,SYS            ,com/sun/mail/iap/AString      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c39338df_BadCommandException ,SYS            ,/c39338df_BadCommandException ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,com/sun/mail/iap/ByteArray    ,SYS            ,com/sun/mail/iap/ByteArray    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/2bd48dc9_CommandFailedExcepti,SYS            ,/2bd48dc9_CommandFailedExcepti,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/82e5e160_ConnectionException ,SYS            ,/82e5e160_ConnectionException ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/iap/Literal      ,SYS            ,com/sun/mail/iap/Literal      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/2bda5a0b_ParsingException    ,SYS            ,/2bda5a0b_ParsingException    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/iap/Protocol     ,SYS            ,com/sun/mail/iap/Protocol     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c85a3c2b_ProtocolException   ,SYS            ,/c85a3c2b_ProtocolException   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/iap/Response     ,SYS            ,com/sun/mail/iap/Response     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/433e3d84_ResponseHandler     ,SYS            ,/433e3d84_ResponseHandler     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/155479d7_ResponseInputStream ,SYS            ,/155479d7_ResponseInputStream ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/imap/ACL         ,SYS            ,com/sun/mail/imap/ACL         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/79cf21ca_DefaultFolder       ,SYS            ,/79cf21ca_DefaultFolder       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/imap/IMAPBodyPart,SYS            ,com/sun/mail/imap/IMAPBodyPart,               ,SYNONYM

AMIDALA       ,PUBLIC         ,com/sun/mail/imap/IMAPFolder  ,SYS            ,com/sun/mail/imap/IMAPFolder  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/5fe94b77_IMAPFolderProtocolCo,SYS            ,/5fe94b77_IMAPFolderProtocolCo,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c6a1a069_MessageLiteral      ,SYS            ,/c6a1a069_MessageLiteral      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1cfdd93d_LengthCounter       ,SYS            ,/1cfdd93d_LengthCounter       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/fbd03e9d_IMAPInputStream     ,SYS            ,/fbd03e9d_IMAPInputStream     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/imap/IMAPMessage ,SYS            ,com/sun/mail/imap/IMAPMessage ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/569c6ea7_IMAPMessage1FetchPro,SYS            ,/569c6ea7_IMAPMessage1FetchPro,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/25a58ae5_IMAPMultipartDataSou,SYS            ,/25a58ae5_IMAPMultipartDataSou,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f4e36103_IMAPNestedMessage   ,SYS            ,/f4e36103_IMAPNestedMessage   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/imap/IMAPStore   ,SYS            ,com/sun/mail/imap/IMAPStore   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a67381d0_IMAPStoreConnectionP,SYS            ,/a67381d0_IMAPStoreConnectionP,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/522e8648_BASE64MailboxDecoder,SYS            ,/522e8648_BASE64MailboxDecoder,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/b489b961_BASE64MailboxEncoder,SYS            ,/b489b961_BASE64MailboxEncoder,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/ca733952_BODY                ,SYS            ,/ca733952_BODY                ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e921a75d_BODYSTRUCTURE       ,SYS            ,/e921a75d_BODYSTRUCTURE       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a9d68099_ENVELOPE            ,SYS            ,/a9d68099_ENVELOPE            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ae625c60_IMAPAddress         ,SYS            ,/ae625c60_IMAPAddress         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1ec386d_FetchResponse        ,SYS            ,/1ec386d_FetchResponse        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/76a1200c_FLAGS               ,SYS            ,/76a1200c_FLAGS               ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/5342c55e_IMAPProtocol        ,SYS            ,/5342c55e_IMAPProtocol        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/dc0aa0f3_IMAPResponse        ,SYS            ,/dc0aa0f3_IMAPResponse        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/fcaa8056_INTERNALDATE        ,SYS            ,/fcaa8056_INTERNALDATE        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/53968b46_Item                ,SYS            ,/53968b46_Item                ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/16229720_ListInfo            ,SYS            ,/16229720_ListInfo            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/dd4af5fc_MailboxInfo         ,SYS            ,/dd4af5fc_MailboxInfo         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/5bee5906_MessageSet          ,SYS            ,/5bee5906_MessageSet          ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/479fcf15_Namespaces          ,SYS            ,/479fcf15_Namespaces          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c391c12f_NamespacesNamespace ,SYS            ,/c391c12f_NamespacesNamespace ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/imap/protocol/UID,SYS            ,com/sun/mail/imap/protocol/UID,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c6f1ac9c_RFC822DATA          ,SYS            ,/c6f1ac9c_RFC822DATA          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/bbfe200b_RFC822SIZE          ,SYS            ,/bbfe200b_RFC822SIZE          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f91d8bd1_SearchSequence      ,SYS            ,/f91d8bd1_SearchSequence      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/cd67207a_Status              ,SYS            ,/cd67207a_Status              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/imap/Quota       ,SYS            ,com/sun/mail/imap/Quota       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6c4a61db_QuotaResource       ,SYS            ,/6c4a61db_QuotaResource       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/imap/Rights      ,SYS            ,com/sun/mail/imap/Rights      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/imap/Rights$Right,SYS            ,com/sun/mail/imap/Rights$Right,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/imap/Utility     ,SYS            ,com/sun/mail/imap/Utility     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e47e1b38_UtilityCondition    ,SYS            ,/e47e1b38_UtilityCondition    ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/1048734f_DefaultFolder       ,SYS            ,/1048734f_DefaultFolder       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/pop3/POP3Folder  ,SYS            ,com/sun/mail/pop3/POP3Folder  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/pop3/POP3Message ,SYS            ,com/sun/mail/pop3/POP3Message ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/pop3/POP3Store   ,SYS            ,com/sun/mail/pop3/POP3Store   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/pop3/Response    ,SYS            ,com/sun/mail/pop3/Response    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/pop3/Status      ,SYS            ,com/sun/mail/pop3/Status      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/pop3/Protocol    ,SYS            ,com/sun/mail/pop3/Protocol    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1a1619f4_SharedByteArrayOutpu,SYS            ,/1a1619f4_SharedByteArrayOutpu,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/bee680e3_text_html           ,SYS            ,/bee680e3_text_html           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/541d3fa7_text_plain          ,SYS            ,/541d3fa7_text_plain          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,com/sun/mail/handlers/text_xml,SYS            ,com/sun/mail/handlers/text_xml,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/14e44f86_multipart_mixed     ,SYS            ,/14e44f86_multipart_mixed     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/67ab4800_message_rfc822      ,SYS            ,/67ab4800_message_rfc822      ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/9bc4f209_SAXNotSupportedExcep,SYS            ,/9bc4f209_SAXNotSupportedExcep,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4ba24c8a_SAXNotRecognizedExce,SYS            ,/4ba24c8a_SAXNotRecognizedExce,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/Attributes        ,SYS            ,org/xml/sax/Attributes        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/ContentHandler    ,SYS            ,org/xml/sax/ContentHandler    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/XMLReader         ,SYS            ,org/xml/sax/XMLReader         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/XMLFilter         ,SYS            ,org/xml/sax/XMLFilter         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c376a6f0_AttributesImpl      ,SYS            ,/c376a6f0_AttributesImpl      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/965de4e8_NamespaceSupport    ,SYS            ,/965de4e8_NamespaceSupport    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/3265f371_NamespaceSupportCont,SYS            ,/3265f371_NamespaceSupportCont,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/15c1592c_ParserAdapter       ,SYS            ,/15c1592c_ParserAdapter       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d02d8cd7_ParserAdapterAttribu,SYS            ,/d02d8cd7_ParserAdapterAttribu,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/346a0aa3_XMLReaderAdapter    ,SYS            ,/346a0aa3_XMLReaderAdapter    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/971b5032_XMLReaderAdapterAttr,SYS            ,/971b5032_XMLReaderAdapterAttr,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/1d1a555c_XMLReaderFactory    ,SYS            ,/1d1a555c_XMLReaderFactory    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/da31decd_XMLFilterImpl       ,SYS            ,/da31decd_XMLFilterImpl       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6581fe2c_DefaultHandler      ,SYS            ,/6581fe2c_DefaultHandler      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/820f9b43_AttributeListImpl   ,SYS            ,/820f9b43_AttributeListImpl   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4688162c_LocatorImpl         ,SYS            ,/4688162c_LocatorImpl         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6856c682_ParserFactory       ,SYS            ,/6856c682_ParserFactory       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/AttributeList     ,SYS            ,org/xml/sax/AttributeList     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/DocumentHandler   ,SYS            ,org/xml/sax/DocumentHandler   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/DTDHandler        ,SYS            ,org/xml/sax/DTDHandler        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/EntityResolver    ,SYS            ,org/xml/sax/EntityResolver    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/ErrorHandler      ,SYS            ,org/xml/sax/ErrorHandler      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/HandlerBase       ,SYS            ,org/xml/sax/HandlerBase       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/InputSource       ,SYS            ,org/xml/sax/InputSource       ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,org/xml/sax/Locator           ,SYS            ,org/xml/sax/Locator           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/Parser            ,SYS            ,org/xml/sax/Parser            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/SAXException      ,SYS            ,org/xml/sax/SAXException      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/SAXParseException ,SYS            ,org/xml/sax/SAXParseException ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/ext/DeclHandler   ,SYS            ,org/xml/sax/ext/DeclHandler   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/xml/sax/ext/LexicalHandler,SYS            ,org/xml/sax/ext/LexicalHandler,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/9e7c05be_DocumentRange       ,SYS            ,/9e7c05be_DocumentRange       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/ranges/Range      ,SYS            ,org/w3c/dom/ranges/Range      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ac8f1329_RangeException      ,SYS            ,/ac8f1329_RangeException      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/Attr              ,SYS            ,org/w3c/dom/Attr              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/CDATASection      ,SYS            ,org/w3c/dom/CDATASection      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/CharacterData     ,SYS            ,org/w3c/dom/CharacterData     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/Comment           ,SYS            ,org/w3c/dom/Comment           ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,org/w3c/dom/DOMException      ,SYS            ,org/w3c/dom/DOMException      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/DOMImplementation ,SYS            ,org/w3c/dom/DOMImplementation ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/Document          ,SYS            ,org/w3c/dom/Document          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/DocumentFragment  ,SYS            ,org/w3c/dom/DocumentFragment  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/DocumentType      ,SYS            ,org/w3c/dom/DocumentType      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/Element           ,SYS            ,org/w3c/dom/Element           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/Entity            ,SYS            ,org/w3c/dom/Entity            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/EntityReference   ,SYS            ,org/w3c/dom/EntityReference   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/NamedNodeMap      ,SYS            ,org/w3c/dom/NamedNodeMap      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/Node              ,SYS            ,org/w3c/dom/Node              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/NodeList          ,SYS            ,org/w3c/dom/NodeList          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/Notation          ,SYS            ,org/w3c/dom/Notation          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e0c31c29_ProcessingInstructio,SYS            ,/e0c31c29_ProcessingInstructio,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/d6df78f9_DocumentEvent       ,SYS            ,/d6df78f9_DocumentEvent       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/events/Event      ,SYS            ,org/w3c/dom/events/Event      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d70fe118_EventException      ,SYS            ,/d70fe118_EventException      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/421a158e_EventListener       ,SYS            ,/421a158e_EventListener       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/events/EventTarget,SYS            ,org/w3c/dom/events/EventTarget,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1117a35c_MutationEvent       ,SYS            ,/1117a35c_MutationEvent       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/95e665f9_DocumentTraversal   ,SYS            ,/95e665f9_DocumentTraversal   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/49854bf4_NodeFilter          ,SYS            ,/49854bf4_NodeFilter          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/be699917_NodeIterator        ,SYS            ,/be699917_NodeIterator        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a237e5c_TreeWalker           ,SYS            ,/a237e5c_TreeWalker           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,org/w3c/dom/Text              ,SYS            ,org/w3c/dom/Text              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/3fa9de1f_DocumentBuilder     ,SYS            ,/3fa9de1f_DocumentBuilder     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f38cb7fe_DocumentBuilderFacto,SYS            ,/f38cb7fe_DocumentBuilderFacto,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/ee434e29_FactoryConfiguration,SYS            ,/ee434e29_FactoryConfiguration,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f9a991b1_ParserConfigurationE,SYS            ,/f9a991b1_ParserConfigurationE,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/xml/parsers/SAXParser   ,SYS            ,javax/xml/parsers/SAXParser   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/cd606824_SAXParserFactory    ,SYS            ,/cd606824_SAXParserFactory    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/afd05ea4_DOMLocator          ,SYS            ,/afd05ea4_DOMLocator          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1ac3d9_DOMResult             ,SYS            ,/1ac3d9_DOMResult             ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/487266fc_DOMSource           ,SYS            ,/487266fc_DOMSource           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6d73d8f1_ErrorListener       ,SYS            ,/6d73d8f1_ErrorListener       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/xml/transform/OutputKeys,SYS            ,javax/xml/transform/OutputKeys,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/xml/transform/Result    ,SYS            ,javax/xml/transform/Result    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/72c84128_SAXResult           ,SYS            ,/72c84128_SAXResult           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d3e88d8b_SAXSource           ,SYS            ,/d3e88d8b_SAXSource           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8a06f6f_SAXTransformerFactory,SYS            ,/8a06f6f_SAXTransformerFactory,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/7dcaf027_TemplatesHandler    ,SYS            ,/7dcaf027_TemplatesHandler    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/84f03a1a_TransformerHandler  ,SYS            ,/84f03a1a_TransformerHandler  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/xml/transform/Source    ,SYS            ,javax/xml/transform/Source    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1e4532b9_SourceLocator       ,SYS            ,/1e4532b9_SourceLocator       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/91a2e536_StreamResult        ,SYS            ,/91a2e536_StreamResult        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f72130fd_StreamSource        ,SYS            ,/f72130fd_StreamSource        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/xml/transform/Templates ,SYS            ,javax/xml/transform/Templates ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8d8f53a_Transformer          ,SYS            ,/8d8f53a_Transformer          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/9c2bf40d_TransformerConfigura,SYS            ,/9c2bf40d_TransformerConfigura,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/75de58c9_TransformerException,SYS            ,/75de58c9_TransformerException,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d7caf01d_TransformerFactory  ,SYS            ,/d7caf01d_TransformerFactory  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/55402e54_TransformerFactoryCo,SYS            ,/55402e54_TransformerFactoryCo,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/49ea8f5e_URIResolver         ,SYS            ,/49ea8f5e_URIResolver         ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/4b84aabc_FactoryFinder1      ,SYS            ,/4b84aabc_FactoryFinder1      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1ee1a6d6_FactoryFinderClassLo,SYS            ,/1ee1a6d6_FactoryFinderClassLo,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8de94072_FactoryFinderClassLo,SYS            ,/8de94072_FactoryFinderClassLo,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/946396e_FactoryFinderConfigur,SYS            ,/946396e_FactoryFinderConfigur,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/76919cde_FactoryFinder       ,SYS            ,/76919cde_FactoryFinder       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/546136a5_FactoryFinder1      ,SYS            ,/546136a5_FactoryFinder1      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/57000ead_FactoryFinder       ,SYS            ,/57000ead_FactoryFinder       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c496f92f_FactoryFinderClassLo,SYS            ,/c496f92f_FactoryFinderClassLo,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8b2cc17f_FactoryFinderClassLo,SYS            ,/8b2cc17f_FactoryFinderClassLo,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/dd299837_FactoryFinderConfigu,SYS            ,/dd299837_FactoryFinderConfigu,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/3b3b5768_FilterProjectFilterP,SYS            ,/3b3b5768_FilterProjectFilterP,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/b175e1d5_FilterProject       ,SYS            ,/b175e1d5_FilterProject       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/18c8a49c_FnCallResolver      ,SYS            ,/18c8a49c_FnCallResolver      ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/xquery/exec/Focus      ,SYS            ,oracle/xquery/exec/Focus      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8b9187b0_FunctionCall        ,SYS            ,/8b9187b0_FunctionCall        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/44a0f337_GeneralComparison   ,SYS            ,/44a0f337_GeneralComparison   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/Identifier ,SYS            ,oracle/xquery/exec/Identifier ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/Join       ,SYS            ,oracle/xquery/exec/Join       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/LetExpr    ,SYS            ,oracle/xquery/exec/LetExpr    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e7595f98_LogicalOpLogicalOpTy,SYS            ,/e7595f98_LogicalOpLogicalOpTy,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/LogicalOp  ,SYS            ,oracle/xquery/exec/LogicalOp  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/19f12f9e_MinusMinusNSIterator,SYS            ,/19f12f9e_MinusMinusNSIterator,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/35248ebd_MinusMinusStates    ,SYS            ,/35248ebd_MinusMinusStates    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/Minus      ,SYS            ,oracle/xquery/exec/Minus      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c1a9f241_NLJNLJIterator      ,SYS            ,/c1a9f241_NLJNLJIterator      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/NLJ        ,SYS            ,oracle/xquery/exec/NLJ        ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/xquery/exec/NodeSource ,SYS            ,oracle/xquery/exec/NodeSource ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6ad2fe06_NodeSourceIterator  ,SYS            ,/6ad2fe06_NodeSourceIterator  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/NodeTest   ,SYS            ,oracle/xquery/exec/NodeTest   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/deb6e994_OXMLItemListNodeComp,SYS            ,/deb6e994_OXMLItemListNodeComp,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/8ac0efc_OXMLItemListSequenceT,SYS            ,/8ac0efc_OXMLItemListSequenceT,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a834559c_OXMLItemList        ,SYS            ,/a834559c_OXMLItemList        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/36752e38_OXQResultSequence   ,SYS            ,/36752e38_OXQResultSequence   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/OXQueryItem,SYS            ,oracle/xquery/exec/OXQueryItem,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/10c4e898_OXQueryItemFactory  ,SYS            ,/10c4e898_OXQueryItemFactory  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e31a5ff7_OXQuerySequenceEntry,SYS            ,/e31a5ff7_OXQuerySequenceEntry,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/a97ebb29_OXQuerySequence     ,SYS            ,/a97ebb29_OXQuerySequence     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e553a8af_OXQuerySequenceFacto,SYS            ,/e553a8af_OXQuerySequenceFacto,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/df04dde5_OptimizeContext     ,SYS            ,/df04dde5_OptimizeContext     ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/97f54537_OrderComparisonOrder,SYS            ,/97f54537_OrderComparisonOrder,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/b8929f8e_OrderComparison     ,SYS            ,/b8929f8e_OrderComparison     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4f224ff6_PathAncestorAxis    ,SYS            ,/4f224ff6_PathAncestorAxis    ,               ,SYNONYM
