
AMIDALA       ,PUBLIC         ,/8aa7a188_PathAncestorOrSelfAx,SYS            ,/8aa7a188_PathAncestorOrSelfAx,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/5de8e956_PathAttributeAxis   ,SYS            ,/5de8e956_PathAttributeAxis   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/PathAxis   ,SYS            ,oracle/xquery/exec/PathAxis   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/94599578_PathChildAxis       ,SYS            ,/94599578_PathChildAxis       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/68533371_PathDescOrSelfAxis  ,SYS            ,/68533371_PathDescOrSelfAxis  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e347b23f_PathDescendantAxis  ,SYS            ,/e347b23f_PathDescendantAxis  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/dd51f2c7_PathFollowingAxis   ,SYS            ,/dd51f2c7_PathFollowingAxis   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4e796640_PathFollowingSibling,SYS            ,/4e796640_PathFollowingSibling,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/d0cfec2_PathParentAxis       ,SYS            ,/d0cfec2_PathParentAxis       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/5d45373d_PathPrecedingAxis   ,SYS            ,/5d45373d_PathPrecedingAxis   ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/5ce37692_PathPrecedingSibling,SYS            ,/5ce37692_PathPrecedingSibling,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/17d7fc84_PathSelfAxis        ,SYS            ,/17d7fc84_PathSelfAxis        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/PathStep   ,SYS            ,oracle/xquery/exec/PathStep   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/Predicate  ,SYS            ,oracle/xquery/exec/Predicate  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/12e979f5_PredicateSet        ,SYS            ,/12e979f5_PredicateSet        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/48cf5b8b_PredicatedExpr      ,SYS            ,/48cf5b8b_PredicatedExpr      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/ProjectExpr,SYS            ,oracle/xquery/exec/ProjectExpr,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/QueryState ,SYS            ,oracle/xquery/exec/QueryState ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/RelOp      ,SYS            ,oracle/xquery/exec/RelOp      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/18cdaefd_SQLQuerySQLQueryIter,SYS            ,/18cdaefd_SQLQuerySQLQueryIter,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/SQLQuery   ,SYS            ,oracle/xquery/exec/SQLQuery   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/44f281d_ScanScanNSIterator   ,SYS            ,/44f281d_ScanScanNSIterator   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/Scan       ,SYS            ,oracle/xquery/exec/Scan       ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/3936ec82_SeqOpDocumentOrderCo,SYS            ,/3936ec82_SeqOpDocumentOrderCo,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/efcdefaa_SeqOpSameNodeCompara,SYS            ,/efcdefaa_SeqOpSameNodeCompara,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/SeqOp      ,SYS            ,oracle/xquery/exec/SeqOp      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/2c057fe6_ServerSchemaResolver,SYS            ,/2c057fe6_ServerSchemaResolver,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/320ba77e_SortNSSortNSIterator,SYS            ,/320ba77e_SortNSSortNSIterator,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/7119d892_SortNSSortRec       ,SYS            ,/7119d892_SortNSSortRec       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c40a9f7d_SortNSSortRecCompara,SYS            ,/c40a9f7d_SortNSSortRecCompara,               ,SYNONYM
AMIDALA       ,PUBLIC         ,JAVASNM                       ,SYS            ,JAVASNM                       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/SortNS     ,SYS            ,oracle/xquery/exec/SortNS     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_POLICY               ,SYS            ,DBA_JAVA_POLICY               ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_POLICY              ,SYS            ,USER_JAVA_POLICY              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_CLASSES             ,SYS            ,USER_JAVA_CLASSES             ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_JAVA_CLASSES              ,SYS            ,ALL_JAVA_CLASSES              ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,DBA_JAVA_CLASSES              ,SYS            ,DBA_JAVA_CLASSES              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_LAYOUTS             ,SYS            ,USER_JAVA_LAYOUTS             ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_JAVA_LAYOUTS              ,SYS            ,ALL_JAVA_LAYOUTS              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_LAYOUTS              ,SYS            ,DBA_JAVA_LAYOUTS              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_IMPLEMENTS          ,SYS            ,USER_JAVA_IMPLEMENTS          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_JAVA_IMPLEMENTS           ,SYS            ,ALL_JAVA_IMPLEMENTS           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_IMPLEMENTS           ,SYS            ,DBA_JAVA_IMPLEMENTS           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_INNERS              ,SYS            ,USER_JAVA_INNERS              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_JAVA_INNERS               ,SYS            ,ALL_JAVA_INNERS               ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_INNERS               ,SYS            ,DBA_JAVA_INNERS               ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_FIELDS              ,SYS            ,USER_JAVA_FIELDS              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_JAVA_FIELDS               ,SYS            ,ALL_JAVA_FIELDS               ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_FIELDS               ,SYS            ,DBA_JAVA_FIELDS               ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,USER_JAVA_METHODS             ,SYS            ,USER_JAVA_METHODS             ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_JAVA_METHODS              ,SYS            ,ALL_JAVA_METHODS              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_METHODS              ,SYS            ,DBA_JAVA_METHODS              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_ARGUMENTS           ,SYS            ,USER_JAVA_ARGUMENTS           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_JAVA_ARGUMENTS            ,SYS            ,ALL_JAVA_ARGUMENTS            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_ARGUMENTS            ,SYS            ,DBA_JAVA_ARGUMENTS            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_THROWS              ,SYS            ,USER_JAVA_THROWS              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_JAVA_THROWS               ,SYS            ,ALL_JAVA_THROWS               ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_THROWS               ,SYS            ,DBA_JAVA_THROWS               ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_DERIVATIONS         ,SYS            ,USER_JAVA_DERIVATIONS         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_JAVA_DERIVATIONS          ,SYS            ,ALL_JAVA_DERIVATIONS          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_DERIVATIONS          ,SYS            ,DBA_JAVA_DERIVATIONS          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_RESOLVERS           ,SYS            ,USER_JAVA_RESOLVERS           ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,ALL_JAVA_RESOLVERS            ,SYS            ,ALL_JAVA_RESOLVERS            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_RESOLVERS            ,SYS            ,DBA_JAVA_RESOLVERS            ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,USER_JAVA_NCOMPS              ,SYS            ,USER_JAVA_NCOMPS              ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,ALL_JAVA_NCOMPS               ,SYS            ,ALL_JAVA_NCOMPS               ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,DBA_JAVA_NCOMPS               ,SYS            ,DBA_JAVA_NCOMPS               ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/Trace      ,SYS            ,oracle/xquery/exec/Trace      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/TypeOp     ,SYS            ,oracle/xquery/exec/TypeOp     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/UnaryExpr  ,SYS            ,oracle/xquery/exec/UnaryExpr  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/Utils      ,SYS            ,oracle/xquery/exec/Utils      ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/2fdeb82f_ValidateExpr        ,SYS            ,/2fdeb82f_ValidateExpr        ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/Variable   ,SYS            ,oracle/xquery/exec/Variable   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/XMLCons    ,SYS            ,oracle/xquery/exec/XMLCons    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/XMLElem    ,SYS            ,oracle/xquery/exec/XMLElem    ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/2f33fafb_XQRangeExprXQRangeEx,SYS            ,/2f33fafb_XQRangeExprXQRangeEx,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/XQRangeExpr,SYS            ,oracle/xquery/exec/XQRangeExpr,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/fc4a192d_XQueryAuthenticator ,SYS            ,/fc4a192d_XQueryAuthenticator ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/f119265c_XQueryConstants     ,SYS            ,/f119265c_XQueryConstants     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/XQueryUtils,SYS            ,oracle/xquery/exec/XQueryUtils,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/7d41791a_XpathExprXpathExprIt,SYS            ,/7d41791a_XpathExprXpathExprIt,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/exec/XpathExpr  ,SYS            ,oracle/xquery/exec/XpathExpr  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/9bf33fc3_XQServlet           ,SYS            ,/9bf33fc3_XQServlet           ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/Configuration   ,SYS            ,oracle/xquery/Configuration   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/OXQServer       ,SYS            ,oracle/xquery/OXQServer       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/PreparedXQuery  ,SYS            ,oracle/xquery/PreparedXQuery  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/SQLDataSource   ,SYS            ,oracle/xquery/SQLDataSource   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/SQLIterator     ,SYS            ,oracle/xquery/SQLIterator     ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,/44bcfb4b_ThreadSerialNum1    ,SYS            ,/44bcfb4b_ThreadSerialNum1    ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/ThreadSerialNum ,SYS            ,oracle/xquery/ThreadSerialNum ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/XMLDataSource   ,SYS            ,oracle/xquery/XMLDataSource   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c4e8112a_XMLDataSourceIterato,SYS            ,/c4e8112a_XMLDataSourceIterato,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/XQException     ,SYS            ,oracle/xquery/XQException     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/XQLPlus         ,SYS            ,oracle/xquery/XQLPlus         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/XQMesg          ,SYS            ,oracle/xquery/XQMesg          ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/ca9e9f0a_XQPageManagerPool   ,SYS            ,/ca9e9f0a_XQPageManagerPool   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/XQueryContext   ,SYS            ,oracle/xquery/XQueryContext   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/xquery/XQueryDataSource,SYS            ,oracle/xquery/XQueryDataSource,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsArrayErrorInfo,SYS            ,oracle/jms/AQjmsArrayErrorInfo,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsArrayErrors   ,SYS            ,oracle/jms/AQjmsArrayErrors   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/281bbd26_AQjmsBytesMessages_C,SYS            ,/281bbd26_AQjmsBytesMessages_C,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsDBConnMgr     ,SYS            ,oracle/jms/AQjmsDBConnMgr     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/c0d0df85_AQjmsEmulatedXAResou,SYS            ,/c0d0df85_AQjmsEmulatedXAResou,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsGenMessages_C ,SYS            ,oracle/jms/AQjmsGenMessages_C ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6991f8ba_AQjmsGeneralDBConnec,SYS            ,/6991f8ba_AQjmsGeneralDBConnec,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/62e7c7c3_AQjmsInterOpVersionP,SYS            ,/62e7c7c3_AQjmsInterOpVersionP,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsInterOp       ,SYS            ,oracle/jms/AQjmsInterOp       ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsListenerWorker,SYS            ,oracle/jms/AQjmsListenerWorker,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsMapMessages_C ,SYS            ,oracle/jms/AQjmsMapMessages_C ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsMessageID     ,SYS            ,oracle/jms/AQjmsMessageID     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4a9dde54_AQjmsMessageProperti,SYS            ,/4a9dde54_AQjmsMessageProperti,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/1eee2bf_AQjmsMessageProperty ,SYS            ,/1eee2bf_AQjmsMessageProperty ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsMessages_ar   ,SYS            ,oracle/jms/AQjmsMessages_ar   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsMessages_ca   ,SYS            ,oracle/jms/AQjmsMessages_ca   ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsMessages_cs   ,SYS            ,oracle/jms/AQjmsMessages_cs   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsMessages_da   ,SYS            ,oracle/jms/AQjmsMessages_da   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsMessages_de   ,SYS            ,oracle/jms/AQjmsMessages_de   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,oracle/jms/AQjmsMessages_el   ,SYS            ,oracle/jms/AQjmsMessages_el   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/servlet/GenericServlet  ,SYS            ,javax/servlet/GenericServlet  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e995e81d_RequestDispatcher   ,SYS            ,/e995e81d_RequestDispatcher   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/servlet/Servlet         ,SYS            ,javax/servlet/Servlet         ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/servlet/ServletConfig   ,SYS            ,javax/servlet/ServletConfig   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/servlet/ServletContext  ,SYS            ,javax/servlet/ServletContext  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/servlet/ServletException,SYS            ,javax/servlet/ServletException,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/bb84795d_ServletInputStream  ,SYS            ,/bb84795d_ServletInputStream  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/fcd401e3_ServletOutputStream ,SYS            ,/fcd401e3_ServletOutputStream ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/servlet/ServletRequest  ,SYS            ,javax/servlet/ServletRequest  ,               ,SYNONYM

AMIDALA       ,PUBLIC         ,javax/servlet/ServletResponse ,SYS            ,javax/servlet/ServletResponse ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/6c651ae2_SingleThreadModel   ,SYS            ,/6c651ae2_SingleThreadModel   ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/e8a0e558_UnavailableException,SYS            ,/e8a0e558_UnavailableException,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/servlet/http/Cookie     ,SYS            ,javax/servlet/http/Cookie     ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/servlet/http/HttpServlet,SYS            ,javax/servlet/http/HttpServlet,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/7614f9b3_HttpServletRequest  ,SYS            ,/7614f9b3_HttpServletRequest  ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/4cb9c0bf_HttpServletResponse ,SYS            ,/4cb9c0bf_HttpServletResponse ,               ,SYNONYM
AMIDALA       ,PUBLIC         ,javax/servlet/http/HttpSession,SYS            ,javax/servlet/http/HttpSession,               ,SYNONYM
AMIDALA       ,PUBLIC         ,/105072e7_HttpSessionBindingEv,SYS            ,/105072e7_HttpSessionBindingEv,               ,SYNONYM
